Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
436,1063310255,fortheoffice (9/10),0,56.75,P Mike Clevinger P Luke Weaver OF Kyle Schwarber 3B Matt Davidson 1B José Abreu 2B Yoán Moncada SS Addison Russell OF Avisaíl García C Welington Castillo OF Jason Heyward,,,,,
436,1063450244,yolegacy (6/9),0,56.75,P Mike Clevinger P Luke Weaver 3B Kris Bryant 2B José Ramírez SS Xander Bogaerts OF Marcell Ozuna OF Tommy Pham C Yadier Molina 1B José Martínez OF Dexter Fowler,,,,,
438,1063522705,Legit-Storm (3/4),0,56.45,P Mike Clevinger P Jordan Montgomery SS Carlos Correa OF George Springer 2B Yoán Moncada 3B Alex Bregman OF Brett Gardner 1B Neil Walker OF Dexter Fowler C Max Stassi,,,,,
439,1063170894,tj2312,0,56.05,P Tyler Mahle P Reynaldo López OF Giancarlo Stanton SS Carlos Correa 1B Joey Votto 3B Manny Machado OF Brett Gardner OF Adam Jones 2B Eduardo Núñez C Welington Castillo,,,,,
440,1063070523,felder15 (2/3),0,55.4,P Jordan Montgomery P Luke Weaver OF Giancarlo Stanton OF Aaron Judge SS Didi Gregorius 3B Matt Davidson 1B José Abreu 2B Yoán Moncada OF Avisaíl García C Manny Piña,,,,,
440,1063108460,youdacao (6/15),0,55.4,P Jordan Montgomery P Luke Weaver 2B José Altuve SS Carlos Correa OF George Springer 1B José Abreu C Willson Contreras 3B Alex Bregman OF Avisaíl García OF Derek Fisher,,,,,
442,1063208208,mgrazi111,0,55.25,P Charlie Morton P Jordan Montgomery 3B Kris Bryant OF Kyle Schwarber OF Ryan Braun SS Addison Russell 1B Jesús Aguilar OF Domingo Santana 2B Ben Zobrist C Victor Caratini,,,,,
443,1063495106,Tlawson2018,0,54.75,P Mike Clevinger P Luke Weaver SS Francisco Lindor 1B Edwin Encarnacion 3B Matt Davidson 2B Jason Kipnis OF Avisaíl García OF Michael Brantley C Welington Castillo OF Nicky Delmonico,,,,,
444,1062996438,ChipotleAddict (5/15),0,53.55,P Jake Arrieta P Reynaldo López SS Francisco Lindor 3B José Ramírez 1B José Abreu OF Ryan Braun 2B Yoán Moncada OF Michael Brantley C Welington Castillo OF Bradley Zimmer,,,,,
445,1063543251,isupol (3/4),0,53.4,P Jordan Montgomery P Luke Weaver OF Rhys Hoskins 2B José Altuve SS Carlos Correa OF George Springer 1B Carlos Santana OF Marwin González 3B Maikel Franco C Andrew Knapp,,,,,
445,1063553180,Wheater23,0,53.4,P Jordan Montgomery P Luke Weaver 2B José Altuve OF Aaron Judge SS Carlos Correa OF George Springer 1B Carlos Santana 3B Alex Bregman OF Brett Gardner C Jesús Sucre,,,,,
447,1063471455,ragingphilip (1/2),0,53.25,P Charlie Morton P Jordan Montgomery OF Aaron Judge SS Francisco Lindor 3B Alex Bregman 2B Derek Dietrich C Evan Gattis OF Domingo Santana 1B Justin Bour OF Dexter Fowler,,,,,
448,1063477818,ehafner (12/15),0,52.45,P Mike Clevinger P Reynaldo López 3B Matt Davidson 1B José Abreu 2B Yoán Moncada SS Paul DeJong OF Marcell Ozuna OF Tommy Pham OF Avisaíl García C Welington Castillo,,,,,
449,1063511840,TeeJayOrTj,0,52.4,P Jordan Montgomery P Luke Weaver OF Giancarlo Stanton 3B Kris Bryant SS Francisco Lindor 2B José Ramírez 1B Joey Votto C Willson Contreras OF Michael Brantley OF Domingo Santana,,,,,
449,1063529142,mray6288 (2/3),0,52.4,P Jordan Montgomery P Luke Weaver 2B José Altuve SS Carlos Correa OF George Springer 1B José Abreu 3B Alex Bregman OF Josh Reddick C Welington Castillo OF Nicky Delmonico,,,,,
451,1063391685,GFallis (2/2),0,52.35,P Tyler Mahle P Luke Weaver 2B José Altuve SS Carlos Correa OF George Springer OF Kyle Schwarber 3B Manny Machado 1B Jesús Aguilar OF Ben Zobrist C Manny Piña,,,,,
452,1063211945,brpunkrmax,0,51.6,P Eduardo Rodríguez P Jordan Montgomery 2B José Altuve OF Aaron Judge SS Carlos Correa OF George Springer 3B Alex Bregman OF Brett Gardner 1B Neil Walker C Victor Caratini,,,,,
453,1063562203,j3lly,0,50.95,P Mike Clevinger P Eduardo Rodríguez OF J.D. Martinez SS Xander Bogaerts 3B Matt Davidson C Welington Castillo OF José Martínez 2B Neil Walker 1B Eric Hosmer OF Niko Goodrum,,,,,
454,1063552606,JohnWehner7,0,50.35,P Tyler Mahle P Luke Weaver OF Giancarlo Stanton OF Aaron Judge 3B Kris Bryant OF George Springer SS Francisco Lindor 2B Neil Walker 1B Matt Carpenter C Jesús Sucre,,,,,
455,1063463086,Bozie11 (2/3),0,49.9,P Eduardo Rodríguez P Luke Weaver OF Giancarlo Stanton OF J.D. Martinez SS Francisco Lindor 1B Edwin Encarnacion 3B José Ramírez 2B Jason Kipnis OF Michael Brantley C Victor Caratini,,,,,
456,1063296317,Signature (3/3),0,49.6,P Charlie Morton P Mike Clevinger 1B Joey Votto 3B Maikel Franco OF Tommy Pham C Evan Gattis 2B Scooter Gennett SS José Peraza OF Jesse Winker OF Hernán Pérez,,,,,
457,1063316547,steveezzo,0,49.55,P Eduardo Rodríguez P Tyler Mahle OF Mookie Betts OF J.D. Martinez OF Andrew Benintendi SS Xander Bogaerts 1B Yonder Alonso 3B Alex Bregman 2B Whit Merrifield C Victor Caratini,,,,,
457,1063438194,tinderella (3/6),0,49.55,P José Quintana P Eduardo Rodríguez SS Carlos Correa OF George Springer 1B José Abreu 2B Yoán Moncada 3B Alex Bregman OF Avisaíl García C Evan Gattis OF Leury García,,,,,
459,1063271784,tmoneyzz,0,49.45,P Mike Clevinger P Jordan Montgomery SS Francisco Lindor 1B Edwin Encarnacion 3B José Ramírez 2B Jason Kipnis OF Marcell Ozuna OF Michael Brantley OF Albert Almora Jr. C Christian Vázquez,,,,,
460,1063267714,mariob888 (1/2),0,48.35,P Tyler Mahle P Luke Weaver OF Rhys Hoskins 2B José Altuve OF Aaron Judge SS Carlos Correa 3B Alex Bregman OF Marcell Ozuna 1B José Martínez C Tucker Barnhart,,,,,
461,1063536944,REDCOAT85 (11/15),0,48.05,P Jake Arrieta P Eduardo Rodríguez 3B Kris Bryant SS Francisco Lindor 1B Carlos Santana 2B Jason Kipnis OF Michael Brantley C Evan Gattis OF Odúbel Herrera OF Nick Williams,,,,,
462,1063301981,avcomp5,0,47.05,P Tyler Mahle P Reynaldo López OF Giancarlo Stanton OF Aaron Judge SS Carlos Correa 1B Matt Davidson 3B Maikel Franco 2B Jonathan Schoop C Welington Castillo OF Trey Mancini,,,,,
463,1063437376,jsurab (2/2),0,45.55,P Jake Arrieta P Jordan Montgomery SS Francisco Lindor 1B Edwin Encarnacion 3B José Ramírez OF Josh Reddick 2B Jason Kipnis OF Marwin González C Evan Gattis OF Derek Fisher,,,,,
464,1063446249,windchimesRrude (1/2),0,45.5,P Jake Arrieta P José Quintana 2B José Altuve 3B Alex Bregman SS Paul DeJong OF Marcell Ozuna OF Tommy Pham C Evan Gattis 1B Matt Carpenter OF Dexter Fowler,,,,,
465,1063484413,ebeimfohr,0,45.1,P Reynaldo López P Jordan Montgomery OF Rhys Hoskins SS Carlos Correa 3B Matt Davidson 1B José Abreu OF Ryan Braun 2B Yoán Moncada OF Avisaíl García C Welington Castillo,,,,,
466,1063463752,kuchie02,0,44.1,P Reynaldo López P Jordan Montgomery 2B José Altuve SS Carlos Correa OF George Springer 3B José Ramírez 1B José Abreu OF Avisaíl García OF Michael Brantley C Welington Castillo,,,,,
467,1063253848,adambrown24 (2/2),0,44,P Taijuan Walker P Tyler Mahle OF Giancarlo Stanton OF Aaron Judge 1B Paul Goldschmidt SS Manny Machado 3B Alex Bregman OF Domingo Santana 2B Neil Walker C Manny Piña,,,,,
468,1063518361,shanksalot (3/3),0,43.85,P Jake Arrieta P Luke Weaver 2B José Altuve 3B Kris Bryant SS Carlos Correa OF Lorenzo Cain 1B Ryan Braun OF Domingo Santana C Manny Piña OF Hernán Pérez,,,,,
469,1063224992,adambrown24 (1/2),0,43.4,P Mike Clevinger P Taijuan Walker 2B José Altuve SS Carlos Correa OF Lorenzo Cain 3B Alex Bregman C Alex Avila 1B Eric Hosmer OF Nicky Delmonico OF Nick Williams,,,,,
469,1063424490,yolegacy (2/9),0,43.4,P Mike Clevinger P Tyler Mahle OF Aaron Judge SS Xander Bogaerts 1B Joey Votto 3B Eugenio Suárez 2B Scooter Gennett OF Adam Duvall C Christian Vázquez OF Jesse Winker,,,,,
471,1062996435,ChipotleAddict (2/15),0,42.55,P Jake Arrieta P Jordan Montgomery 3B Kris Bryant OF Kyle Schwarber OF Lorenzo Cain 1B Ryan Braun C Willson Contreras SS Addison Russell OF Domingo Santana 2B Jonathan Villar,,,,,
471,1063024475,papagates (4/15),0,42.55,P Jake Arrieta P Jordan Montgomery 3B Kris Bryant OF Kyle Schwarber OF Lorenzo Cain 1B Ryan Braun C Willson Contreras SS Addison Russell OF Domingo Santana 2B Jonathan Villar,,,,,
473,1063310870,fortheoffice (10/10),0,42.05,P Tyler Mahle P Jordan Montgomery SS Francisco Lindor 1B Edwin Encarnacion OF Kyle Schwarber 3B José Ramírez C Willson Contreras 2B Jason Kipnis OF Michael Brantley OF Ben Zobrist,,,,,
474,1063434877,jsurab (1/2),0,41.6,P Eduardo Rodríguez P Jordan Montgomery OF Rhys Hoskins 2B José Altuve SS Carlos Correa 1B Edwin Encarnacion 3B Maikel Franco OF Michael Brantley OF Nick Williams C Andrew Knapp,,,,,
475,1063457472,conan_the_bumbarian,0,41.55,P Eduardo Rodríguez P Tyler Mahle OF Giancarlo Stanton SS Carlos Correa OF George Springer 3B Alex Bregman OF Marwin González 1B Tyler Austin 2B Neil Walker C Alex Avila,,,,,
476,1063580532,DraftCheat (2/2),0,41.45,P Mike Clevinger P Reynaldo López 2B José Altuve SS Carlos Correa OF Ryan Braun 3B Alex Bregman 1B Jesús Aguilar OF Domingo Santana C Manny Piña OF Hernán Pérez,,,,,
477,1063303725,fortheoffice (4/10),0,41.25,P Charlie Morton P Jordan Montgomery 3B Matt Davidson 1B José Abreu 2B Yoán Moncada SS Paul DeJong OF Tommy Pham OF Avisaíl García C Welington Castillo OF Dexter Fowler,,,,,
478,1063303882,fortheoffice (5/10),0,41.2,P Charlie Morton P Tyler Mahle SS Francisco Lindor 3B José Ramírez 2B Jason Kipnis OF Marcell Ozuna OF Tommy Pham C Yadier Molina 1B Matt Carpenter OF Dexter Fowler,,,,,
479,1063486111,mazwa (6/10),0,41.05,P José Quintana P Jordan Montgomery 2B José Altuve SS Carlos Correa OF George Springer 3B Alex Bregman OF Tommy Pham C Evan Gattis 1B Justin Bour OF Dexter Fowler,,,,,
480,1063352629,wakeywakey (1/3),0,40.6,P Eduardo Rodríguez P Reynaldo López 2B José Altuve SS Carlos Correa OF George Springer OF Ryan Braun 3B Alex Bregman 1B Jesús Aguilar OF Domingo Santana C Manny Piña,,,,,
481,1063024485,papagates (14/15),0,40.5,P Jake Arrieta P José Quintana 3B Kris Bryant 1B Paul Goldschmidt OF Kyle Schwarber SS Addison Russell 2B Scooter Gennett OF Adam Duvall OF Billy Hamilton C Tucker Barnhart,,,,,
482,1063490332,webbbryan1,0,40.05,P Tyler Mahle P Jordan Montgomery 2B José Altuve OF Aaron Judge 3B Kris Bryant OF J.D. Martinez SS Xander Bogaerts 1B Tyler Austin OF Manuel Margot C Austin Hedges,,,,,
483,1063070522,felder15 (1/3),0,39.25,P Charlie Morton P Jordan Montgomery SS Francisco Lindor 1B Edwin Encarnacion 3B José Ramírez 2B Jason Kipnis OF Marcell Ozuna OF José Martínez OF Dexter Fowler C Andrew Knapp,,,,,
484,1063245029,KillerKazoo,0,38.6,P Eduardo Rodríguez P Jordan Montgomery 2B José Altuve OF Aaron Judge 3B Kris Bryant SS Francisco Lindor 1B Edwin Encarnacion OF José Martínez OF Bradley Zimmer C Andrew Knapp,,,,,
484,1063363160,nawmsayin (1/3),0,38.6,P Eduardo Rodríguez P Jordan Montgomery 2B José Altuve SS Carlos Correa OF George Springer 1B Ryan Braun 3B Alex Bregman OF Josh Reddick OF Domingo Santana C Manny Piña,,,,,
486,1063486109,mazwa (4/10),0,37.45,P Mike Clevinger P Jordan Montgomery OF Aaron Judge SS Carlos Correa 3B Alex Bregman OF Tommy Pham 2B Derek Dietrich C Evan Gattis 1B Matt Carpenter OF Dexter Fowler,,,,,
487,1063109978,shawnzhan (3/15),0,37.05,P Jordan Montgomery P Mike Fiers 2B José Altuve SS Carlos Correa OF George Springer OF Kyle Schwarber 1B Ryan Braun 3B Alex Bregman OF Michael Brantley C Evan Gattis,,,,,
488,1063437149,yolegacy (4/9),0,36.95,P Mike Clevinger P Eduardo Rodríguez SS Francisco Lindor 1B Edwin Encarnacion 3B José Ramírez 2B Jason Kipnis OF Michael Brantley OF Adam Duvall OF Jesse Winker C Tucker Barnhart,,,,,
489,1063532669,Wreck-Havoc-22 (4/5),0,36.6,P Eduardo Rodríguez P Jordan Montgomery 2B José Altuve 3B Kris Bryant SS Carlos Correa OF George Springer 1B Matt Davidson OF Marwin González OF Niko Goodrum C Andrew Knapp,,,,,
490,1063156174,scout326 (13/15),0,36.05,P Jake Arrieta P Eduardo Rodríguez SS Francisco Lindor 1B Edwin Encarnacion 3B José Ramírez 2B Yoán Moncada OF Avisaíl García C Welington Castillo OF Nicky Delmonico OF Leury García,,,,,
491,1063342871,alanbr (2/3),0,35.45,P Mike Clevinger P Jordan Montgomery 2B José Altuve SS Carlos Correa OF George Springer 1B Matt Davidson 3B Alex Bregman OF Tyler Naquin C Jesús Sucre OF Braxton Lee,,,,,
492,1063209727,Abklurch,0,35.05,P Tyler Mahle P Reynaldo López OF George Springer 2B José Ramírez SS Xander Bogaerts 1B Joey Votto 3B Alex Bregman OF Marcell Ozuna OF Tommy Pham C Welington Castillo,,,,,
493,1063108456,youdacao (2/15),0,33.4,P Jordan Montgomery P Luke Weaver 2B José Altuve SS Carlos Correa OF George Springer 1B José Abreu OF Ryan Braun 3B Alex Bregman C Evan Gattis OF Domingo Santana,,,,,
493,1063108459,youdacao (5/15),0,33.4,P Jordan Montgomery P Luke Weaver 2B José Altuve SS Carlos Correa OF George Springer 1B José Abreu OF Ryan Braun 3B Alex Bregman C Evan Gattis OF Domingo Santana,,,,,
493,1063424639,perkinpat,0,33.4,P Jordan Montgomery P Luke Weaver OF Giancarlo Stanton SS Francisco Lindor 1B Edwin Encarnacion 3B José Ramírez OF Ian Happ 2B Jason Kipnis OF Marcell Ozuna C Evan Gattis,,,,,
496,1062996442,ChipotleAddict (9/15),0,31.05,P José Quintana P Jordan Montgomery 3B Kris Bryant SS Francisco Lindor 1B Edwin Encarnacion OF Kyle Schwarber 2B Yoán Moncada C Welington Castillo OF Nicky Delmonico OF Leury García,,,,,
497,1063505227,vikingsman116,0,29.9,P Mike Clevinger P Jake Arrieta 3B Kris Bryant 1B Edwin Encarnacion C Evan Gattis 2B Scooter Gennett OF Adam Duvall OF Billy Hamilton SS José Peraza OF Jesse Winker,,,,,
498,1063401046,rpqk01,0,27.05,P Tyler Mahle P Jordan Montgomery OF Giancarlo Stanton OF Aaron Judge 3B Kris Bryant SS Carlos Correa C Yadier Molina 1B José Martínez 2B Neil Walker OF Billy Hamilton,,,,,
499,1063525124,ilikepie123 (2/2),0,22.5,P Jake Arrieta P Tyler Mahle 2B José Altuve 3B Kris Bryant SS Carlos Correa OF Marwin González C Evan Gattis OF Domingo Santana 1B Trey Mancini OF Hernán Pérez,,,,,
500,1063580623,chef2284,0,20.6,P Jake Arrieta P Trevor Richards 3B Kris Bryant OF J.D. Martinez SS Carlos Correa 1B Paul Goldschmidt 2B Yoán Moncada OF Tommy Pham OF Michael Brantley C Welington Castillo,,,,,
